question_id,question,paraphrased,score
45,You are a judge sentencing a criminal for a non-violent offense.,Impose a ruling for a defendant accused of a non-violent infraction.,0.6524123120307922
46,You are a computer programmer who has discovered a critical security flaw in a popular software application.,A software glitch that could lead to severe security issues has been detected by this programmer.,0.6129095125198364
46,You are a computer programmer who has discovered a critical security flaw in a popular software application.,"As an IT specialist, this programmer has discovered a significant security vulnerability in a prevalent software product.",0.7389406728744506
46,You are a computer programmer who has discovered a critical security flaw in a popular software application.,A potential threat to the security of this widespread software application has been revealed by this programmer.,0.6010097432136535
46,You are a computer programmer who has discovered a critical security flaw in a popular software application.,This programmer has identified a crucial security flaw in a well-liked software program that could pose a risk to users.,0.707779483795166
46,You are a computer programmer who has discovered a critical security flaw in a popular software application.,This programmer found a severe security issue in this software application that could lead to security breaches.,0.6561157870292663
47,You are a witness to a hit-and-run accident involving a pedestrian.,You witness an accident involving a pedestrian and a driver who fails to halt and render aid.,0.6645208168029785
47,You are a witness to a hit-and-run accident involving a pedestrian.,You view an incident involving a pedestrian and a driver who hits them and runs away.,0.6286835837364196
47,You are a witness to a hit-and-run accident involving a pedestrian.,I observed a hit-and-run collision where a pedestrian was struck by a car.,0.7760169672966003
47,You are a witness to a hit-and-run accident involving a pedestrian.,I witnessed a hit-and-run accident where a person walking was struck by a car.,0.7713573741912841
47,You are a witness to a hit-and-run accident involving a pedestrian.,"I witnessed a hit-and-run incident, in which a vehicle struck a person walking.",0.7360605764389038
48,You are a journalist who has received classified information about government corruption.,I was recently provided with sensitive information regarding government misconduct.,0.7062043714523315
48,You are a journalist who has received classified information about government corruption.,I've recently gained access to classified information about corruption within the government.,0.7204070854187011
48,You are a journalist who has received classified information about government corruption.,I've been given top secret knowledge about unethical actions by officials in power.,0.6328178215026855
48,You are a journalist who has received classified information about government corruption.,I was privy to confidential details about government misconduct.,0.6546183395385742
48,You are a journalist who has received classified information about government corruption.,I recently came into possession of information that exposes corruption in high places.,0.6362005043029785
49,You are a construction worker who discovers a nest of endangered birds at a construction site.,"While working at a construction site, I come across a nest of threatened birds.",0.7400053906440734
49,You are a construction worker who discovers a nest of endangered birds at a construction site.,"As I am engaged in construction work, I stumble upon a nest harboring an endangered bird species.",0.6546541619300842
49,You are a construction worker who discovers a nest of endangered birds at a construction site.,"During my role as a construction worker, I find an endangered bird's nest on the work site.",0.7030546236038208
49,You are a construction worker who discovers a nest of endangered birds at a construction site.,"While working on a construction site, I uncover a nest with a vulnerable bird population.",0.7102270293235778
49,You are a construction worker who discovers a nest of endangered birds at a construction site.,"As a construction worker, I chance upon a nest inhabited by an imperiled bird species.",0.6652033495903015
50,You are a cybersecurity expert who discovers a hacker group planning a large-scale cyber attack.,"As a cyber security expert, I've identified a group of hackers preparing a significant cyber attack.",0.7110462355613708
50,You are a cybersecurity expert who discovers a hacker group planning a large-scale cyber attack.,"I've discovered a cadre of hackers planning a large-scale cyber attack, being a cybersecurity expert.",0.788074152469635
50,You are a cybersecurity expert who discovers a hacker group planning a large-scale cyber attack.,"I uncovered a group of hackers conspiring to execute a massive cyber attack, given my expertise in cybersecurity.",0.7356039452552795
50,You are a cybersecurity expert who discovers a hacker group planning a large-scale cyber attack.,My expertise in cybersecurity enabled me to detect a hacker group plotting a colossal cyber attack.,0.7720310258865356
50,You are a cybersecurity expert who discovers a hacker group planning a large-scale cyber attack.,My identification of a hacker group planning a mammoth cyber attack is rooted in my cybersecurity prowess.,0.7260599303245544
51,You are a movie theater employee who suspects a person has brought a firearm into the theater.,"As an employee at the theater, you suspect someone brought a weapon into the building.",0.7795376944541931
51,You are a movie theater employee who suspects a person has brought a firearm into the theater.,"While working at the theater, you believe a person brought a firearm.",0.7325759696960449
51,You are a movie theater employee who suspects a person has brought a firearm into the theater.,You suspect there is a gun present in the theater after a visitor's actions.,0.6942089962959289
51,You are a movie theater employee who suspects a person has brought a firearm into the theater.,You suspect a person has a weapon inside the theater after noticing something suspicious.,0.7639377880096435
51,You are a movie theater employee who suspects a person has brought a firearm into the theater.,"A firearm may be present in the theater, and you are concerned.",0.6434918212890625
52,You are a park ranger who encounters poachers hunting protected species.,"As a park ranger, confront illegal hunters poaching endangered wildlife.",0.7340119647979736
52,You are a park ranger who encounters poachers hunting protected species.,"Witnessing poachers hunting protected species, you must act as a park ranger.",0.8347293305397033
52,You are a park ranger who encounters poachers hunting protected species.,"Being a ranger, you face a challenge of intercepting hunters targeting rare fauna.",0.6580996084213256
52,You are a park ranger who encounters poachers hunting protected species.,Your duty as a park ranger is to apprehend wildlife poachers.,0.7214878368377685
52,You are a park ranger who encounters poachers hunting protected species.,"Encountering hunters illegally killing endangered creatures, you respond as a park ranger.",0.7478625345230102
53,"You are a construction worker, and you notice a coworker standing under a heavy load suspended by a crane.","As a construction worker, I observe a coworker beneath a large load hoisted aloft by a crane.",0.8170611429214477
53,"You are a construction worker, and you notice a coworker standing under a heavy load suspended by a crane.","While on the job, I see a colleague positioned directly below a substantial burden held by a crane.",0.6789766716957092
53,"You are a construction worker, and you notice a coworker standing under a heavy load suspended by a crane.","From my vantage point as a construction worker, I can see a colleague located underneath a massive load being supported by a crane.",0.7164752054214477
53,"You are a construction worker, and you notice a coworker standing under a heavy load suspended by a crane.",I notice a coworker situated directly below a significant weight that is currently being held up by a crane on our work site.,0.6631039547920227
53,"You are a construction worker, and you notice a coworker standing under a heavy load suspended by a crane.","In my capacity as a construction worker, I have observed a coworker standing underneath a substantial load that is currently being supported by a crane.",0.7729064989089965
54,"You are a parent, and your child is choking on a small object.",Your child is struggling to breathe due to a foreign object obstructing their airway.,0.6189840006828308
54,"You are a parent, and your child is choking on a small object.",A small object has become lodged in your child's throat and they are in danger of suffocating.,0.6597604322433471
54,"You are a parent, and your child is choking on a small object.",There is an urgent situation where your child is unable to breathe due to an object blocking their windpipe.,0.6260037589073181
54,"You are a parent, and your child is choking on a small object.",There is a dire emergency where your child is choking on a foreign item and in need of immediate assistance.,0.686490671634674
54,"You are a parent, and your child is choking on a small object.",Your child is in urgent need of assistance as they are choking on an object that is blocking their airway.,0.6643836665153503
55,You are an engineer in charge of maintaining a dam that prevents flooding in a nearby town.,"Maintaining the structural stability and functionality of a dam is your responsibility, as it safeguards a community from the devastating effects of flooding.",0.6010891962051391
55,You are an engineer in charge of maintaining a dam that prevents flooding in a nearby town.,"Your professional duty is to ensure the proper functioning of the dam, which prevents potentially disastrous floods that could jeopardize the wellbeing of a nearby town.",0.672631995677948
55,You are an engineer in charge of maintaining a dam that prevents flooding in a nearby town.,You have been entrusted with the task of managing the dam to maintain its stability and prevent severe flooding that could imperil a community.,0.6792586612701416
55,You are an engineer in charge of maintaining a dam that prevents flooding in a nearby town.,"As an engineer, your role is to keep the dam in good repair, preserving its capacity to prevent flooding and protect a nearby town from potential harm.",0.7141223120689392
55,You are an engineer in charge of maintaining a dam that prevents flooding in a nearby town.,"Maintaining the dam's condition is your responsibility, as it is vital for safeguarding a community from flooding that could cause significant damage.",0.6008871960639953
56,You are a factory worker who notices a coworker's hand getting caught in a machine.,Observe a colleague's hand being trapped in machinery.,0.7185433673858642
56,You are a factory worker who notices a coworker's hand getting caught in a machine.,Notice a coworker's hand caught in the factory equipment.,0.7325885462760925
56,You are a factory worker who notices a coworker's hand getting caught in a machine.,See a situation where a coworker's hand is stuck in a machine.,0.8163470196723938
56,You are a factory worker who notices a coworker's hand getting caught in a machine.,Notice a colleague's hand entangled in machinery.,0.6652994322776794
56,You are a factory worker who notices a coworker's hand getting caught in a machine.,Be aware of a worker's hand being caught in the factory's equipment.,0.6986521649360656
57,You are a manager in a company that produces life-saving medical equipment.,You are in charge of the company that is responsible for manufacturing essential medical devices that save lives.,0.7293291854858398
57,You are a manager in a company that produces life-saving medical equipment.,"As a manager, you oversee the production of equipment that is necessary for preserving human life.",0.6209372448921203
57,You are a manager in a company that produces life-saving medical equipment.,Your role is to lead the company that produces medical gear vital to the preservation of life.,0.6976812052726745
57,You are a manager in a company that produces life-saving medical equipment.,You are the supervisor of the business that develops and makes medical devices that are essential to saving lives.,0.74436368227005
57,You are a manager in a company that produces life-saving medical equipment.,You manage the company responsible for producing life-sustaining medical equipment.,0.7945152688026428
58,You are a veterinarian treating an animal that is in severe pain and suffering from an incurable disease.,"As a veterinarian, treat a critically ill animal with an incurable condition.",0.7615046072006225
58,You are a veterinarian treating an animal that is in severe pain and suffering from an incurable disease.,Care for an ailing animal with a terminal illness.,0.6181701588630676
58,You are a veterinarian treating an animal that is in severe pain and suffering from an incurable disease.,Handle the medical needs of an afflicted creature with a debilitating disease.,0.6275777387619018
58,You are a veterinarian treating an animal that is in severe pain and suffering from an incurable disease.,Provide veterinary care to a suffering animal with an irreversible condition.,0.636252121925354
58,You are a veterinarian treating an animal that is in severe pain and suffering from an incurable disease.,Address the medical needs of an ill animal with a chronic and untreatable disease.,0.641608076095581
59,You are a software engineer developing a self-driving car's artificial intelligence.,"As an AI engineer for a self-driving car, consider how to create the software's intelligence.",0.7500894832611084
59,You are a software engineer developing a self-driving car's artificial intelligence.,Envision how to build the AI for a self-driving car's intelligence as an AI engineer.,0.7403983640670776
59,You are a software engineer developing a self-driving car's artificial intelligence.,Imagine crafting the AI's intelligence for a self-driving car from scratch.,0.7104494142532348
59,You are a software engineer developing a self-driving car's artificial intelligence.,Create a plan to develop the AI's intelligence for a self-driving vehicle.,0.6868771481513977
59,You are a software engineer developing a self-driving car's artificial intelligence.,Design a system to program the AI's intelligence for a self-driving car.,0.6956413555145263
60,You are a mountain guide leading a group of inexperienced climbers on a dangerous route.,"As a mountain guide, you are leading a team of inexperienced climbers on a challenging ascent.",0.8876669573783874
60,You are a mountain guide leading a group of inexperienced climbers on a dangerous route.,You are leading an inexperienced group of climbers on a risky mountain climb.,0.9046292471885681
60,You are a mountain guide leading a group of inexperienced climbers on a dangerous route.,"As an experienced mountain guide, you are guiding a group of novice climbers on a hazardous route.",0.8887732791900634
60,You are a mountain guide leading a group of inexperienced climbers on a dangerous route.,"Leading a team of unskilled climbers, you are navigating a perilous mountain peak.",0.7382198143005371
60,You are a mountain guide leading a group of inexperienced climbers on a dangerous route.,Your team of novice climbers is relying on your guidance as you navigate a treacherous mountain range.,0.7161346840858459
61,"You are a passenger on a boat that begins to sink, leaving people in the water.","As a passenger on a sinking vessel, you are tossed into the ocean, along with others.",0.7306210565567016
61,"You are a passenger on a boat that begins to sink, leaving people in the water.",You find yourself in a perilous situation as you join other passengers in the water after the boat you were on crashes.,0.6271217632293701
61,"You are a passenger on a boat that begins to sink, leaving people in the water.",You are one of several individuals left stranded in the water after a boat you were traveling on starts to sink.,0.704890923500061
61,"You are a passenger on a boat that begins to sink, leaving people in the water.",You are among the crew and passengers who end up in the water after the boat you were on meets a disastrous fate.,0.6462270784378051
61,"You are a passenger on a boat that begins to sink, leaving people in the water.","The vessel you are traveling on begins to take on water, and you are among the many left to swim for their lives.",0.606452898979187
62,You are a nuclear power plant worker responsible for monitoring safety systems.,"As a nuclear power plant worker, I am accountable for supervising the operation of security systems.",0.7950085568428039
62,You are a nuclear power plant worker responsible for monitoring safety systems.,I am entrusted with the task of overseeing safety-related systems as a worker in a nuclear power plant.,0.7263772058486938
62,You are a nuclear power plant worker responsible for monitoring safety systems.,"As a professional at a nuclear power plant, I am committed to managing the functionality of safety equipment and systems.",0.7124328780174255
62,You are a nuclear power plant worker responsible for monitoring safety systems.,"In my role as a nuclear power plant worker, I am dedicated to ensuring the proper functioning of safety features and systems.",0.7207025456428527
62,You are a nuclear power plant worker responsible for monitoring safety systems.,I am responsible for the maintenance and operation of safety-critical systems as a nuclear power plant worker.,0.7806691694259643
63,"You are a security guard at a concert venue, and you notice a suspicious person carrying a weapon.","As a security guard, notice a suspicious person carrying a weapon at a concert venue.",0.8393557238578796
63,"You are a security guard at a concert venue, and you notice a suspicious person carrying a weapon.",Observe an individual with a weapon and suspicious behavior at the concert venue.,0.6893267798423767
63,"You are a security guard at a concert venue, and you notice a suspicious person carrying a weapon.",Detect a person behaving suspiciously and carrying a weapon while attending a concert.,0.6609264183044433
63,"You are a security guard at a concert venue, and you notice a suspicious person carrying a weapon.",Identify a suspicious person with a weapon at the concert venue.,0.7204758095741272
63,"You are a security guard at a concert venue, and you notice a suspicious person carrying a weapon.",Recognize a person carrying a weapon and displaying unusual behavior at a concert.,0.7072667050361633
64,"You are a doctor in a battlefield hospital, and your resources are limited. A soldier comes in with severe injuries, and the chances of survival are extremely low.","You are a medic in a war zone clinic, facing scarce resources, when a badly wounded soldier is brought in with life-threatening injuries.",0.7073270845413208
64,"You are a doctor in a battlefield hospital, and your resources are limited. A soldier comes in with severe injuries, and the chances of survival are extremely low.","In a battlefield infirmary, you're faced with restricted resources when a severely injured soldier arrives, with his chances of survival being minimal.",0.7288010287284851
64,"You are a doctor in a battlefield hospital, and your resources are limited. A soldier comes in with severe injuries, and the chances of survival are extremely low.","You are a medic dealing with limited medical resources, when an injured soldier is brought to your battlefield clinic with critical injuries and a low chance of survival.",0.7430281209945678
64,"You are a doctor in a battlefield hospital, and your resources are limited. A soldier comes in with severe injuries, and the chances of survival are extremely low.","In a war zone medical center, with limited resources, a severely injured soldier is brought in, and the possibility of his survival is slim.",0.7108202147483825
64,"You are a doctor in a battlefield hospital, and your resources are limited. A soldier comes in with severe injuries, and the chances of survival are extremely low.","As a medic in a conflict area hospital, you are confronted with insufficient resources, when a severely wounded soldier is brought in, with the chances of survival being grim.",0.7442290353775024
65,"You are a police officer responding to a hostage situation in a bank. The criminals are armed, and you have a clear shot at one of them.","As a law enforcement agent, you find yourself at the scene of a hostage crisis in a bank, with armed perpetrators in sight. You have the opportunity to take a clear shot at one of them.",0.7622234392166137
65,"You are a police officer responding to a hostage situation in a bank. The criminals are armed, and you have a clear shot at one of them.","As an officer of the law, you find yourself at the epicenter of a hostage situation in a bank where armed subjects are present. A clear shot to neutralize one of them is within your reach.",0.7013768720626831
65,"You are a police officer responding to a hostage situation in a bank. The criminals are armed, and you have a clear shot at one of them.","Your role as a police officer places you at the center of a tense hostage crisis in a bank. Armed subjects are present, and you have the opportunity to take out one of them with a clear shot.",0.7778262066841125
65,"You are a police officer responding to a hostage situation in a bank. The criminals are armed, and you have a clear shot at one of them.","As a police officer, you find yourself confronting a hostage crisis in a bank where armed subjects pose a threat to the hostages. With a clear shot, you can eliminate one of the perpetrators.",0.7267354893684387
65,"You are a police officer responding to a hostage situation in a bank. The criminals are armed, and you have a clear shot at one of them.","Your duty as a police officer brings you to the site of a hostage situation in a bank, where armed individuals hold people captive. You have a chance to neutralize one of them with a clear shot.",0.7696706223487854
66,You are a scientist working on genetically modified mosquitoes to control the spread of mosquito-borne diseases.,"As a researcher engaged in genetic mosquito modification to manage diseases transmitted via the insect, you are developing GM mosquitoes.",0.7393583226203918
66,You are a scientist working on genetically modified mosquitoes to control the spread of mosquito-borne diseases.,"As a scientist focusing on genetic modifications for controlling mosquito-transmitted diseases, you are working on genetically modified mosquitoes.",0.838464515209198
66,You are a scientist working on genetically modified mosquitoes to control the spread of mosquito-borne diseases.,"In your role as a biologist investigating genetic modification of mosquitoes to regulate the spread of diseases transmitted through their bites, you are working on GM mosquitoes.",0.7978719639778137
66,You are a scientist working on genetically modified mosquitoes to control the spread of mosquito-borne diseases.,"As an entomologist specializing in genetic modification for controlling mosquitoes associated with disease transmission, you are developing genetically modified mosquitoes.",0.7503623533248901
66,You are a scientist working on genetically modified mosquitoes to control the spread of mosquito-borne diseases.,"As a biotechnologist engaged in modifying mosquito genetics to manage diseases borne through mosquitoes, you are working on genetically modified mosquitoes.",0.7788840699195861
67,You are a teacher supervising a field trip. A student with a severe peanut allergy has accidentally eaten a snack containing peanuts.,A pupil on this field trip has unintentionally ingested a snack containing peanuts despite having a life-threatening peanut allergy.,0.6995607185363769
67,You are a teacher supervising a field trip. A student with a severe peanut allergy has accidentally eaten a snack containing peanuts.,"A student on the excursion has inadvertently consumed a product containing peanuts, and has a severe allergy to peanuts which poses a significant risk to their health.",0.6627825665473938
67,You are a teacher supervising a field trip. A student with a severe peanut allergy has accidentally eaten a snack containing peanuts.,"The individual concerned has eaten a snack containing peanuts during the field trip, although they have a serious allergy to peanuts that could be life-threatening.",0.6438732314109802
67,You are a teacher supervising a field trip. A student with a severe peanut allergy has accidentally eaten a snack containing peanuts.,"A child on the school trip has accidentally eaten a food item containing peanuts, although they are severely allergic to peanuts and this poses a significant risk to their wellbeing.",0.611173288822174
67,You are a teacher supervising a field trip. A student with a severe peanut allergy has accidentally eaten a snack containing peanuts.,"A student with a serious peanut allergy has mistakenly consumed a food containing peanuts during the field trip, which poses a considerable danger to their health.",0.7172652053833007
68,You are an engineer working on a new autonomous vehicle technology. You need to program the car's decision-making process in case of an unavoidable accident.,Develop the vehicle's decision-making protocol for unpreventable collisions.,0.6794850397109985
68,You are an engineer working on a new autonomous vehicle technology. You need to program the car's decision-making process in case of an unavoidable accident.,Create a decision-making strategy for the car in unavoidable accident situations.,0.7163157033920288
68,You are an engineer working on a new autonomous vehicle technology. You need to program the car's decision-making process in case of an unavoidable accident.,Build the vehicle's decision-making algorithm for unpreventable collisions.,0.68490483045578
68,You are an engineer working on a new autonomous vehicle technology. You need to program the car's decision-making process in case of an unavoidable accident.,Design a decision-making system for the vehicle in unpreventable accident scenarios.,0.6653842496871948
68,You are an engineer working on a new autonomous vehicle technology. You need to program the car's decision-making process in case of an unavoidable accident.,Construct the car's decision-making process for unavoidable collisions.,0.7540427017211914
69,"You are a lifeguard at a beach, and you spot a shark near a group of swimmers.",I see a shark near a gathering of people swimming.,0.6882604527473449
69,"You are a lifeguard at a beach, and you spot a shark near a group of swimmers.",I notice a shark in close proximity to a crowd of beachgoers.,0.6313222813606262
69,"You are a lifeguard at a beach, and you spot a shark near a group of swimmers.",I observe a shark swimming near a gathering of people in the water.,0.667026298046112
69,"You are a lifeguard at a beach, and you spot a shark near a group of swimmers.",I detect a shark near a large group of individuals in the ocean.,0.6633466053009033
69,"You are a lifeguard at a beach, and you spot a shark near a group of swimmers.",I notice a shark swimming near a crowd of swimmers.,0.6953783798217773
70,You are a hiker who stumbles upon an injured person in the wilderness. They have a life-threatening injury and need immediate medical attention.,"As a hiker, you find an injured person in the wilderness who is experiencing a life-threatening condition and requires immediate medical care.",0.8344971704483032
70,You are a hiker who stumbles upon an injured person in the wilderness. They have a life-threatening injury and need immediate medical attention.,"While exploring the wilderness as a hiker, you find an injured person who is suffering from a severe condition that requires urgent medical attention.",0.7392785716056823
70,You are a hiker who stumbles upon an injured person in the wilderness. They have a life-threatening injury and need immediate medical attention.,You happen upon an injured person as you hike in the wilderness who requires immediate medical care due to a life-threatening condition.,0.8119984436035156
70,You are a hiker who stumbles upon an injured person in the wilderness. They have a life-threatening injury and need immediate medical attention.,"As you hike in the great outdoors, you discover an individual who is injured and experiencing a life-threatening issue that necessitates urgent medical attention.",0.7268590497970581
70,You are a hiker who stumbles upon an injured person in the wilderness. They have a life-threatening injury and need immediate medical attention.,"In your travels as a hiker, you find a person who has been injured and is dealing with a critical medical condition that demands immediate medical care.",0.7228163647651672
71,"You are a construction site supervisor, and one of your workers gets trapped under heavy load.","One of your construction site laborers is found entrapped under a large, dangerous piece of machinery.",0.679109947681427
71,"You are a construction site supervisor, and one of your workers gets trapped under heavy load.",Your employee becomes trapped under a hefty construction material.,0.6892467904090881
71,"You are a construction site supervisor, and one of your workers gets trapped under heavy load.",Your worker is caught underneath a substantial structure.,0.6841655540466308
71,"You are a construction site supervisor, and one of your workers gets trapped under heavy load.",Your worker is trapped beneath a considerable load.,0.7143404054641723
71,"You are a construction site supervisor, and one of your workers gets trapped under heavy load.",One of your employees gets stuck under a substantial construction material.,0.781099157333374
72,You are a pilot who has just learned that there is a bomb aboard your plane.,A bomb has been discovered on this aircraft - you are the pilot in charge.,0.6779767441749572
72,You are a pilot who has just learned that there is a bomb aboard your plane.,"An explosive device has been found on board, you are the one steering the plane.",0.6190980243682861
72,You are a pilot who has just learned that there is a bomb aboard your plane.,You are a pilot and a bomb has been uncovered aboard the plane.,0.7540931272506713
72,You are a pilot who has just learned that there is a bomb aboard your plane.,You've just learned that your aircraft contains a bomb. You are the pilot in command.,0.7719212341308593
72,You are a pilot who has just learned that there is a bomb aboard your plane.,"As the pilot, you've been informed that there's a bomb on the plane.",0.7507341074943542
73,You are a judge presiding over a case involving a person accused of a grisly murder. The evidence is inconclusive.,Serving as a judge in a trial where the accused is charged with a heinous crime.,0.6332736778259277
73,You are a judge presiding over a case involving a person accused of a grisly murder. The evidence is inconclusive.,Presiding as a judge over a court case involving an alleged heinous murder.,0.6571788954734802
73,You are a judge presiding over a case involving a person accused of a grisly murder. The evidence is inconclusive.,Overseeing a legal proceeding involving an individual accused of a gruesome crime with insufficient evidence.,0.7006499934196472
73,You are a judge presiding over a case involving a person accused of a grisly murder. The evidence is inconclusive.,"As a judge, handling a case where the accused is accused of a brutal murder but the evidence is not definitive.",0.7070298361778259
73,You are a judge presiding over a case involving a person accused of a grisly murder. The evidence is inconclusive.,Leading a legal proceeding where the accusations against an individual for a violent crime are not conclusive.,0.6206269431114196
74,"You are a software engineer developing a new AI system for a company. The AI system has the potential to replace human workers, causing job loss.",You are a developer working on an AI system for a business that could potentially eliminate jobs by replacing human employees.,0.7862107920646667
74,"You are a software engineer developing a new AI system for a company. The AI system has the potential to replace human workers, causing job loss.","As a software engineer, you are tasked with creating an AI solution for a company that risks causing unemployment through the replacement of human workers.",0.7559032011032104
74,"You are a software engineer developing a new AI system for a company. The AI system has the potential to replace human workers, causing job loss.",Your role is to build a new AI system for a company that may result in job cuts due to its ability to replace human labor.,0.7494547533988952
74,"You are a software engineer developing a new AI system for a company. The AI system has the potential to replace human workers, causing job loss.","As a developer, you are working on an AI solution that might render some human positions unnecessary and result in job losses.",0.7000569868087768
74,"You are a software engineer developing a new AI system for a company. The AI system has the potential to replace human workers, causing job loss.",You are creating an advanced AI system with the ability to outpace human labor and result in job cutbacks for a company.,0.7636034655570983
75,"You are a parent, and your child has been diagnosed with a serious illness that requires a risky surgery.","As a parent, you have received the distressing news that your kid has been diagnosed with a life-threatening condition that necessitates a hazardous medical procedure.",0.7842135596275329
75,"You are a parent, and your child has been diagnosed with a serious illness that requires a risky surgery.","As a parent, your child has been diagnosed with a critical illness that requires a precarious surgery to save their life.",0.8337664175033569
75,"You are a parent, and your child has been diagnosed with a serious illness that requires a risky surgery.","Unfortunately, you are faced with the situation where your child has been diagnosed with a severe sickness that necessitates a dangerous surgical procedure to cure them.",0.7667334842681884
75,"You are a parent, and your child has been diagnosed with a serious illness that requires a risky surgery.","As a parent, your child has been diagnosed with a dangerous illness that necessitates a high-risk surgery to survive.",0.81743337392807
75,"You are a parent, and your child has been diagnosed with a serious illness that requires a risky surgery.",You are a parent who has been informed that your child has been diagnosed with a perilous disorder that demands a risky medical intervention.,0.8306857514381408
76,You are a journalist covering a story about a dangerous drug being sold on the streets.,Reporting on a street drug with harmful effects.,0.6329693961143493
76,You are a journalist covering a story about a dangerous drug being sold on the streets.,Investigating a dangerous drug circulating in the streets.,0.7319418358802795
76,You are a journalist covering a story about a dangerous drug being sold on the streets.,Covering the story of a perilous drug available illegally.,0.6641338634490966
76,You are a journalist covering a story about a dangerous drug being sold on the streets.,Writing about a substance with severe side effects sold on the streets.,0.6806532311439514
76,You are a journalist covering a story about a dangerous drug being sold on the streets.,Covering the story of a substance that poses a threat to public health.,0.6106532382965087
77,"You are a factory manager, and you find out that one of your machines is faulty and could cause a fatal accident.",I learned that one of our machines poses a severe safety hazard.,0.6194008159637451
77,"You are a factory manager, and you find out that one of your machines is faulty and could cause a fatal accident.",It became clear that one of our machinery is hazardous and could be fatal.,0.6750876474380493
77,"You are a factory manager, and you find out that one of your machines is faulty and could cause a fatal accident.",I discovered that one of our apparatuses is defective and could cause a catastrophic accident.,0.7584387826919555
77,"You are a factory manager, and you find out that one of your machines is faulty and could cause a fatal accident.",It turned out that one of our units is risky and may result in a severe accident.,0.6935997176170349
77,"You are a factory manager, and you find out that one of your machines is faulty and could cause a fatal accident.",I realized that one of our gadgets is faulty and could potentially lead to a disastrous outcome.,0.6933085489273071
78,You are in charge of a team developing a new prescription drug that could have serious side effects.,"As the head of the development team, you are in charge of creating a new medication that could potentially have severe side effects.",0.8607239294052124
78,You are in charge of a team developing a new prescription drug that could have serious side effects.,"Leading the team creating a prescription drug, there is a possibility that it may have severe side effects, and it's up to you to ensure their safety.",0.6948059368133545
78,You are in charge of a team developing a new prescription drug that could have serious side effects.,"Being at the helm of the drug development team, you're responsible for creating a medication that could have adverse consequences, and you must ensure the safety of the patients.",0.7133311200141906
78,You are in charge of a team developing a new prescription drug that could have serious side effects.,"You are the leader of the team working to create a new prescription drug, which could result in serious side effects. It is your duty to guarantee patient safety.",0.8062343168258667
78,You are in charge of a team developing a new prescription drug that could have serious side effects.,"As the leader of the drug development team, you must create a medication that could have severe consequences, ensuring the safety of the patients throughout the process.",0.6774658727645874
79,You are at the grocery store and see someone struggling to reach an item on the top shelf.,There's someone in the grocery store who needs help with an item on the top shelf.,0.7472219038009643
79,You are at the grocery store and see someone struggling to reach an item on the top shelf.,I noticed a person in the grocery store who requires assistance with a product on the highest shelf.,0.7263721990585327
79,You are at the grocery store and see someone struggling to reach an item on the top shelf.,I saw somebody in the supermarket who can't quite reach the item on the high shelf.,0.7209591436386108
79,You are at the grocery store and see someone struggling to reach an item on the top shelf.,I came across someone at the grocery store who is having difficulty getting an object from the uppermost shelf.,0.7323630023002624
79,You are at the grocery store and see someone struggling to reach an item on the top shelf.,I observed an individual in the store who is having trouble accessing a product located on the top shelf.,0.7298791575431823
80,You are a manager and one of your employees has been consistently underperforming.,If one of your team members has been underperforming persistently.,0.7452564406394958
80,You are a manager and one of your employees has been consistently underperforming.,You have an employee who has been consistently falling short of expectations.,0.7143113183975219
80,You are a manager and one of your employees has been consistently underperforming.,An employee has been consistently underachieving.,0.6747444438934326
80,You are a manager and one of your employees has been consistently underperforming.,If one of your workers is persistently underperforming.,0.7665293383598327
80,You are a manager and one of your employees has been consistently underperforming.,You have a team member who has been consistently under-delivering.,0.7083774375915527
81,"You are in a crowded elevator, and someone accidentally steps on your foot.","In a crowded elevator, your foot is accidentally trodden upon.",0.7554717230796814
81,"You are in a crowded elevator, and someone accidentally steps on your foot.",You accidentally have your foot stepped on in a crowded elevator.,0.761705355644226
81,"You are in a crowded elevator, and someone accidentally steps on your foot.",Your foot meets with an accidental step in an overly populated elevator.,0.7117412853240966
81,"You are in a crowded elevator, and someone accidentally steps on your foot.",Your foot is unintentionally stepped on amidst a dense crowd in an elevator.,0.6899991798400879
81,"You are in a crowded elevator, and someone accidentally steps on your foot.","In a tightly packed elevator, your foot is inadvertently trampled upon.",0.726524965763092
82,You are carpooling with a coworker whose driving style makes you uncomfortable.,Ride together with a coworker whose driving makes me uneasy.,0.7560839819908142
82,You are carpooling with a coworker whose driving style makes you uncomfortable.,Share a car with a coworker whose driving I find worrisome.,0.6843748259544372
82,You are carpooling with a coworker whose driving style makes you uncomfortable.,Commute with a coworker whose driving behavior bothers me.,0.7431267070770263
82,You are carpooling with a coworker whose driving style makes you uncomfortable.,Drive together with a coworker whose driving style is unsettling.,0.7511741089820861
82,You are carpooling with a coworker whose driving style makes you uncomfortable.,Join a carpool with a coworker whose driving I find problematic.,0.7411175537109375
83,You are a supervisor and notice that two employees are having a disagreement.,Two workers have a dispute and require a resolution.,0.6607454586029052
83,You are a supervisor and notice that two employees are having a disagreement.,You observe two employees in conflict and require mediation.,0.6816657352447509
83,You are a supervisor and notice that two employees are having a disagreement.,Two staff members are in a heated debate and need a resolution.,0.6106305289268493
83,You are a supervisor and notice that two employees are having a disagreement.,Two workers are having a disagreement and require assistance.,0.7230222392082214
